[1|K0a1]
[L^8*M^4 - 2*L^6*M^6 + L^4*M^8 - 3*L^8*M^2 + 9*L^6*M^4 - 6*L^4*M^6 + 2*L^8 - 14*L^6*M^2 + 15*L^4*M^4 - L^2*M^6 + 8*L^6 - 19*L^4*M^2 + 4*L^2*M^4 + 9*L^4 - 5*L^2*M^2 + 2*L^2|K11a22]
[L^8*M^4 - 2*L^6*M^6 + L^4*M^8 - 3*L^8*M^2 + 9*L^6*M^4 - 6*L^4*M^6 + L^8 - 11*L^6*M^2 + 13*L^4*M^4 - L^2*M^6 + 4*L^6 - 13*L^4*M^2 + 4*L^2*M^4 + 4*L^4 - 3*L^2*M^2|mK11a182]
[L^8*M^4 - 2*L^6*M^6 + L^4*M^8 - 4*L^8*M^2 + 12*L^6*M^4 - 8*L^4*M^6 + 4*L^8 - 24*L^6*M^2 + 25*L^4*M^4 - L^2*M^6 + 16*L^6 - 36*L^4*M^2 + 6*L^2*M^4 + 19*L^4 - 11*L^2*M^2 + 6*L^2|K3a1,mK3a1,K5a1]
[L^8*M^4 - 2*L^6*M^6 + L^4*M^8 - 4*L^8*M^2 + 12*L^6*M^4 - 8*L^4*M^6 + 4*L^8 - 24*L^6*M^2 + 25*L^4*M^4 - L^2*M^6 + 16*L^6 - 36*L^4*M^2 + 6*L^2*M^4 + 19*L^4 - 11*L^2*M^2 + 6*L^2|mK3a1,K3a1,K5a1]
[L^8*M^4 - L^6*M^6 - 2*L^8*M^2 + 3*L^6*M^4 + L^4*M^6 - 2*L^6*M^2 - 3*L^4*M^4 + 2*L^4*M^2 - L^2*M^4 - L^4 + 3*L^2*M^2 - 2*L^2|K10a39]
[L^8*M^4 - L^6*M^6 - 2*L^8*M^2 + 3*L^6*M^4 + L^4*M^6 - 2*L^6*M^2 - 3*L^4*M^4 + L^6 + L^4*M^2 - L^2*M^4 + L^4 + 3*L^2*M^2 - L^2|K10a14]
[L^8*M^4 - L^6*M^6 - 2*L^8*M^2 + 3*L^6*M^4 + L^4*M^6 + 2*L^8 - 5*L^6*M^2 - 2*L^4*M^4 + 5*L^6 - L^4*M^2 - L^2*M^4 + 3*L^4 + 2*L^2*M^2 - L^2|K10a98]
[L^8*M^4 - L^6*M^6 - 2*L^8*M^2 + 3*L^6*M^4 + L^4*M^6 + L^8 - 2*L^6*M^2 - 4*L^4*M^4 + 6*L^4*M^2 - L^2*M^4 - 4*L^4 + 4*L^2*M^2 - 4*L^2|K10a76]
[L^8*M^4 - L^6*M^6 - 2*L^8*M^2 + 3*L^6*M^4 + L^4*M^6 + L^8 - 3*L^6*M^2 - 3*L^4*M^4 + 2*L^6 + 2*L^4*M^2 - L^2*M^4 + 3*L^2*M^2 - 2*L^2|K10a25]
[L^8*M^4 - L^6*M^6 - 2*L^8*M^2 + 3*L^6*M^4 + L^4*M^6 + L^8 - 3*L^6*M^2 - 3*L^4*M^4 + 2*L^6 + 2*L^4*M^2 - L^2*M^4 + 3*L^2*M^2 - 2*L^2|K10a56]
[L^8*M^4 - L^6*M^6 - 2*L^8*M^2 + 3*L^6*M^4 + L^4*M^6 + L^8 - 4*L^6*M^2 - 2*L^4*M^4 + 3*L^6 - L^4*M^2 - L^2*M^4 + 2*L^4 + 2*L^2*M^2 - L^2|K10a111]
[L^8*M^4 - L^6*M^6 - 2*L^8*M^2 + 4*L^6*M^4 + L^8 - 6*L^6*M^2 + 2*L^4*M^4 + 4*L^6 - 6*L^4*M^2 + 4*L^4|K10n26]
[L^8*M^4 - L^6*M^6 - 3*L^8*M^2 + 4*L^6*M^4 + L^4*M^6 + 2*L^8 - 6*L^6*M^2 - 3*L^4*M^4 + 4*L^6 + L^4*M^2 - L^2*M^4 + L^4 + 3*L^2*M^2 - 2*L^2|K10a50]
[L^8*M^4 - L^6*M^6 - 3*L^8*M^2 + 4*L^6*M^4 + L^4*M^6 + L^8 - 4*L^6*M^2 - 4*L^4*M^4 + L^6 + 4*L^4*M^2 - L^2*M^4 - 2*L^4 + 4*L^2*M^2 - 3*L^2|K10a6]
[L^8*M^4 - L^6*M^6 - 3*L^8*M^2 + 4*L^6*M^4 + L^4*M^6 + L^8 - 5*L^6*M^2 - 3*L^4*M^4 + 3*L^6 - L^2*M^4 + 2*L^4 + 3*L^2*M^2 - L^2|K10a21]
[L^8*M^4 - L^6*M^6 - 3*L^8*M^2 + 5*L^6*M^4 + 2*L^8 - 9*L^6*M^2 + 2*L^4*M^4 + 6*L^6 - 7*L^4*M^2 + 5*L^4|K10n4]
[-L^8*M^4 + L^6*M^6 + 4*L^8*M^2 - 6*L^6*M^4 - 3*L^8 + 10*L^6*M^2 - 4*L^6|K7a1]
[L^8*M^4 - L^6*M^6 + L^10 - 3*L^8*M^2 + 3*L^6*M^4 + L^4*M^6 + 2*L^8 - 2*L^6*M^2 - 3*L^4*M^4 + L^6 + 2*L^4*M^2 - L^2*M^4 - L^4 + 3*L^2*M^2 - 2*L^2|K11n2]
[L^8*M^4 - L^6*M^6 + L^10 - 3*L^8*M^2 + 3*L^6*M^4 + L^4*M^6 + 2*L^8 - 3*L^6*M^2 - 2*L^4*M^4 + 3*L^6 - 2*L^4*M^2 - L^2*M^4 + 3*L^4 + 2*L^2*M^2|K11n175]
[L^8*M^4 - L^6*M^6 + L^10 - 3*L^8*M^2 + 4*L^6*M^4 + 2*L^8 - 5*L^6*M^2 + 2*L^4*M^4 + 3*L^6 - 6*L^4*M^2 + 3*L^4|K11n95]
[L^8*M^4 - L^6*M^6 + L^10 - 4*L^8*M^2 + 4*L^6*M^4 + L^4*M^6 + 2*L^8 - 4*L^6*M^2 - 3*L^4*M^4 + 2*L^6 - L^2*M^4 + L^4 + 3*L^2*M^2 - L^2|K11n16]
[L^8*M^4 - L^6*M^6 + L^10 - 4*L^8*M^2 + 4*L^6*M^4 + L^4*M^6 + 3*L^8 - 4*L^6*M^2 - 4*L^4*M^4 + 2*L^6 + 4*L^4*M^2 - L^2*M^4 - 2*L^4 + 4*L^2*M^2 - 3*L^2|K11n30]
[L^8*M^4 - L^6*M^6 + L^10 - 4*L^8*M^2 + 4*L^6*M^4 + L^4*M^6 + 3*L^8 - 5*L^6*M^2 - 3*L^4*M^4 + 3*L^6 + L^4*M^2 - L^2*M^4 + 3*L^2*M^2 - 2*L^2|K11n69]
[L^8*M^4 - L^6*M^6 + L^10 - 4*L^8*M^2 + 4*L^6*M^4 + L^4*M^6 + 3*L^8 - 5*L^6*M^2 - 3*L^4*M^4 + 4*L^6 - L^2*M^4 + 2*L^4 + 3*L^2*M^2 - L^2|K11n90]
[L^8*M^4 - L^6*M^6 + L^10 - 4*L^8*M^2 + 5*L^6*M^4 + 3*L^8 - 8*L^6*M^2 + 2*L^4*M^4 + 5*L^6 - 7*L^4*M^2 + 4*L^4|K11n118]
[-L^8*M^4 + L^6*M^6 - L^10 + 5*L^8*M^2 - 6*L^6*M^4 - 5*L^8 + 10*L^6*M^2 - 5*L^6|K8n1]
[L^8*M^4 - L^6*M^6 - L^8*M^2 + 2*L^6*M^4 + L^4*M^6 - L^6*M^2 - 2*L^4*M^4 + L^6 - L^2*M^4 + L^4 + 2*L^2*M^2 - L^2|K10a92]
[L^8*M^4 - L^6*M^6 - L^8*M^2 + 2*L^6*M^4 + L^4*M^6 - L^8 + L^6*M^2 - 3*L^4*M^4 - 2*L^6 + 3*L^4*M^2 - L^2*M^4 - 2*L^4 + 3*L^2*M^2 - 2*L^2|K10a72]
[L^8*M^4 - L^6*M^6 - L^8*M^2 + 3*L^6*M^4 - L^8 - 2*L^6*M^2 + 2*L^4*M^4 - 5*L^4*M^2 + 2*L^4|mK10n34]
[-L^8*M^6 + L^6*M^8 - 2*L^10*M^2 + 7*L^8*M^4 - 7*L^6*M^6 + 2*L^10 - 12*L^8*M^2 + 16*L^6*M^4 - L^4*M^6 + 6*L^8 - 17*L^6*M^2 + 6*L^4*M^4 + 8*L^6 - 10*L^4*M^2 + 5*L^4|K11n9]
[-L^8*M^6 + L^6*M^8 + 5*L^8*M^4 - 7*L^6*M^6 - 6*L^8*M^2 + 16*L^6*M^4 - L^4*M^6 + L^8 - 14*L^6*M^2 + 6*L^4*M^4 + 4*L^6 - 10*L^4*M^2 + 4*L^4|K10a2]
[-L^8*M^6 + L^6*M^8 + 5*L^8*M^4 - 7*L^6*M^6 - 7*L^8*M^2 + 17*L^6*M^4 - L^4*M^6 + 3*L^8 - 18*L^6*M^2 + 6*L^4*M^4 + 8*L^6 - 11*L^4*M^2 + 6*L^4|K10a46]
[-L^8*M^6 + L^6*M^8 - L^10*M^2 + 6*L^8*M^4 - 7*L^6*M^6 + 2*L^10 - 10*L^8*M^2 + 16*L^6*M^4 - L^4*M^6 + 5*L^8 - 15*L^6*M^2 + 6*L^4*M^4 + 6*L^6 - 10*L^4*M^2 + 4*L^4|K11n13]
[-L^8*M^6 + L^6*M^8 - L^10*M^2 + 6*L^8*M^4 - 7*L^6*M^6 - 8*L^8*M^2 + 16*L^6*M^4 - L^4*M^6 + 2*L^8 - 16*L^6*M^2 + 6*L^4*M^4 + 6*L^6 - 10*L^4*M^2 + 5*L^4|K11n104]
[-L^8*M^6 + L^6*M^8 - L^10*M^2 + 6*L^8*M^4 - 7*L^6*M^6 + L^10 - 10*L^8*M^2 + 17*L^6*M^4 - L^4*M^6 + 5*L^8 - 19*L^6*M^2 + 6*L^4*M^4 + 9*L^6 - 11*L^4*M^2 + 6*L^4|K11n27]
[-L^8*M^6 + L^6*M^8 - L^10*M^2 + 6*L^8*M^4 - 7*L^6*M^6 + L^10 - 11*L^8*M^2 + 18*L^6*M^4 - L^4*M^6 + 7*L^8 - 23*L^6*M^2 + 6*L^4*M^4 + 13*L^6 - 12*L^4*M^2 + 8*L^4|K11n81]
[-L^8*M^6 + L^6*M^8 - L^10*M^2 + 6*L^8*M^4 - 7*L^6*M^6 + L^10 - 9*L^8*M^2 + 16*L^6*M^4 - L^4*M^6 + 3*L^8 - 15*L^6*M^2 + 6*L^4*M^4 + 5*L^6 - 10*L^4*M^2 + 4*L^4|K11n88]
[-L^8*M^6 + L^6*M^8 - L^10*M^2 + 6*L^8*M^4 - 7*L^6*M^6 + L^10 - 9*L^8*M^2 + 16*L^6*M^4 - L^4*M^6 + 4*L^8 - 16*L^6*M^2 + 6*L^4*M^4 + 7*L^6 - 10*L^4*M^2 + 5*L^4|K11n57]
[L^-8*M^8 - 7*L^-8*M^6 - L^-10*M^8 + 15*L^-8*M^4 + 7*L^-10*M^6 - 10*L^-8*M^2 - 16*L^-10*M^4 + L^-12*M^6 + L^-8 + 14*L^-10*M^2 - 6*L^-12*M^4 - 4*L^-10 + 10*L^-12*M^2 - 4*L^-12|mK11a364]
[L^-8*M^8 - 7*L^-8*M^6 - L^-10*M^8 + 16*L^-8*M^4 + 6*L^-10*M^6 - 13*L^-8*M^2 - 11*L^-10*M^4 + L^-12*M^6 + 2*L^-8 + 7*L^-10*M^2 - 5*L^-12*M^4 - 2*L^-10 + 7*L^-12*M^2 - 3*L^-12|mK11a355]
[L^-8*M^8 - 7*L^-8*M^6 - L^-10*M^8 + 16*L^-8*M^4 + 6*L^-10*M^6 - 13*L^-8*M^2 - 11*L^-10*M^4 + L^-12*M^6 + 3*L^-8 + 6*L^-10*M^2 - 5*L^-12*M^4 + 7*L^-12*M^2 - 2*L^-12|mK11a334]
[L^-8*M^8 - 7*L^-8*M^6 - L^-10*M^8 + 16*L^-8*M^4 + 6*L^-10*M^6 - 14*L^-8*M^2 - 10*L^-10*M^4 + L^-12*M^6 + 4*L^-8 + 3*L^-10*M^2 - 5*L^-12*M^4 + 2*L^-10 + 6*L^-12*M^2 - L^-12|mK11a234]
[L^-8*M^8 - 7*L^-8*M^6 - L^-10*M^8 + 17*L^-8*M^4 + 5*L^-10*M^6 - 16*L^-8*M^2 - 6*L^-10*M^4 + L^-12*M^6 + 4*L^-8 - L^-10*M^2 - 4*L^-12*M^4 + 2*L^-10 + 4*L^-12*M^2 - L^-12|mK11a338]
[L^-8*M^8 - 7*L^-8*M^6 - L^-10*M^8 + 17*L^-8*M^4 + 5*L^-10*M^6 - 17*L^-8*M^2 - 5*L^-10*M^4 + L^-12*M^6 + 6*L^-8 - 5*L^-10*M^2 - 4*L^-12*M^4 + 6*L^-10 + 3*L^-12*M^2 + L^-12|mK11a240]
[L^-8*M^8 - 7*L^-8*M^6 - L^-10*M^8 + 18*L^-8*M^4 + 4*L^-10*M^6 - 20*L^-8*M^2 + L^-12*M^6 + 8*L^-8 - 13*L^-10*M^2 - 3*L^-12*M^4 + 11*L^-10 - L^-12*M^2 + 5*L^-12 + L^-14|mK11a263]
[L^-8*M^8 - 8*L^-8*M^6 + 21*L^-8*M^4 - L^-10*M^6 - 20*L^-8*M^2 + 6*L^-10*M^4 + 5*L^-8 - 10*L^-10*M^2 + 4*L^-10|mK9a1]
[L^-8*M^8 - 8*L^-8*M^6 + 21*L^-8*M^4 - L^-10*M^6 - 21*L^-8*M^2 + 7*L^-10*M^4 + 6*L^-8 - 13*L^-10*M^2 + 6*L^-10 - L^-12*M^2 + L^-12|mK10n16]
[L^-8*M^8 - 8*L^-8*M^6 + 21*L^-8*M^4 - L^-10*M^6 - 21*L^-8*M^2 + 7*L^-10*M^4 + 7*L^-8 - 14*L^-10*M^2 + 8*L^-10 - L^-12*M^2 + 2*L^-12|mK10n1]
[L^-8*M^8 - 8*L^-8*M^6 + 21*L^-8*M^4 - L^-10*M^6 - 22*L^-8*M^2 + 8*L^-10*M^4 + 8*L^-8 - 17*L^-10*M^2 + 10*L^-10 - 2*L^-12*M^2 + 3*L^-12|mK10n29]
[L^-8*M^8 - 8*L^-8*M^6 + 21*L^-8*M^4 - L^-10*M^6 - 23*L^-8*M^2 + 9*L^-10*M^4 + 9*L^-8 - 20*L^-10*M^2 + 13*L^-10 - 4*L^-12*M^2 + 6*L^-12 + L^-14|mK11n77]
[L^-8*M^8 - 8*L^-8*M^6 + 22*L^-8*M^4 - 2*L^-10*M^6 - 24*L^-8*M^2 + 12*L^-10*M^4 + 8*L^-8 - 21*L^-10*M^2 + L^-12*M^4 + 10*L^-10 - 4*L^-12*M^2 + 3*L^-12|mK3a1,mK7a1]
[L^-8*M^8 - 8*L^-8*M^6 + 22*L^-8*M^4 - 2*L^-10*M^6 - 24*L^-8*M^2 + 12*L^-10*M^4 + 9*L^-8 - 22*L^-10*M^2 + L^-12*M^4 + 12*L^-10 - 4*L^-12*M^2 + 4*L^-12|mK5a1,mK5a1]
[L^-8*M^8 - 8*L^-8*M^6 + 22*L^-8*M^4 - 2*L^-10*M^6 - 25*L^-8*M^2 + 13*L^-10*M^4 + 10*L^-8 - 25*L^-10*M^2 + L^-12*M^4 + 15*L^-10 - 6*L^-12*M^2 + 7*L^-12 + L^-14|mK3a1,mK8n1]
[L^-8*M^8 - 8*L^-8*M^6 + 23*L^-8*M^4 - 3*L^-10*M^6 - 28*L^-8*M^2 + 18*L^-10*M^4 + 12*L^-8 - 34*L^-10*M^2 + 3*L^-12*M^4 + 20*L^-10 - 12*L^-12*M^2 + 11*L^-12 - L^-14*M^2 + 2*L^-14|mK3a1,mK3a1,mK5a1]
[-M^2 + 2*L^-2*M^4 - L^-4*M^6 + 1 - 3*L^-2*M^2 + 3*L^-4*M^4 - 3*L^-4*M^2 + L^-6*M^4 - L^-6*M^2|mK11n125]
[-M^2 + 2*L^-2*M^4 - L^-4*M^6 + 1 - 4*L^-2*M^2 + 4*L^-4*M^4 + 2*L^-2 - 7*L^-4*M^2 + L^-6*M^4 + 4*L^-4 - 2*L^-6*M^2 + 2*L^-6|mK11n11]
[-M^2 + 2*L^-2*M^4 - L^-4*M^6 + 1 - 4*L^-2*M^2 + 4*L^-4*M^4 + 2*L^-2 - 7*L^-4*M^2 + L^-6*M^4 + 4*L^-4 - 2*L^-6*M^2 + 2*L^-6|mK11n112]
[-M^2 + 2*L^-2*M^4 - L^-4*M^6 + 1 - 5*L^-2*M^2 + 5*L^-4*M^4 + 3*L^-2 - 10*L^-4*M^2 + L^-6*M^4 + 6*L^-4 - 3*L^-6*M^2 + 3*L^-6|K11n129]
[-M^2 + 2*L^-2*M^4 - L^-4*M^6 + 2 - 5*L^-2*M^2 + 4*L^-4*M^4 + 3*L^-2 - 6*L^-4*M^2 + L^-6*M^4 + 3*L^-4 - 2*L^-6*M^2 + L^-6|mK11n25]
[-M^2 + 2*L^-2*M^4 - L^-4*M^6 + 2 - 6*L^-2*M^2 + 5*L^-4*M^4 + 4*L^-2 - 9*L^-4*M^2 + L^-6*M^4 + 5*L^-4 - 3*L^-6*M^2 + 2*L^-6|mK11n15]
[-M^2 + 2*L^-2*M^4 - L^-4*M^6 - 3*L^-2*M^2 + 4*L^-4*M^4 + L^-2 - 8*L^-4*M^2 + L^-6*M^4 + 5*L^-4 - 2*L^-6*M^2 + 3*L^-6|mK11n167]
[-M^2 + L^-2*M^4 + 1 - 2*L^-2*M^2 + L^-2 - 2*L^-4*M^2 + 2*L^-4 + L^-6|mK7a6]
[-M^2 + L^-2*M^4 + 1 - 2*L^-4*M^4 + 2*L^-4*M^2 + L^-6*M^4 - L^-4 + L^-6*M^2 - L^-6 - 2*L^-8*M^2 + L^-8 + L^-10|mK11a229]
[-M^2 + L^-2*M^4 + 1 - 2*L^-4*M^4 + 2*L^-4*M^2 + L^-6*M^4 - L^-8*M^2|mK10a67]
[-M^2 + L^-2*M^4 + 1 - 2*L^-4*M^4 - L^-2 + 2*L^-4*M^2 + 2*L^-6*M^4 - L^-4 - 3*L^-6*M^2 + 2*L^-6 - 3*L^-8*M^2 + 3*L^-8 + L^-10|mK11a21]
[-M^2 + L^-2*M^4 + 1 - 2*L^-4*M^4 - L^-2 + 3*L^-4*M^2 + L^-6*M^4 - 2*L^-4 - 2*L^-8*M^2 + 2*L^-8 + L^-10|mK5a2,mK6a1]
[-M^2 + L^-2*M^4 + 1 - 2*L^-4*M^4 - L^-2 + 3*L^-4*M^2 + L^-6*M^4 - 2*L^-4 - L^-6 - L^-8*M^2|mK10a38]
[-M^2 + L^-2*M^4 + 1 - 2*L^-4*M^4 - L^-2 + 3*L^-4*M^2 + L^-6*M^4 - L^-4 - L^-6*M^2 + L^-6 - L^-8*M^2 + L^-8|mK10a24]
[-M^2 + L^-2*M^4 + 1 - 2*L^-4*M^4 - L^-2 + 4*L^-4*M^2 - 3*L^-4 + 3*L^-6*M^2 - 3*L^-6 - L^-8|mK9a25]
[-M^2 + L^-2*M^4 + 1 - 2*L^-4*M^4 + L^-4*M^2 + 2*L^-6*M^4 - 2*L^-6*M^2 + L^-6 - 3*L^-8*M^2 + 2*L^-8 + L^-10|mK11a50]
[-M^2 + L^-2*M^4 + 1 - 2*L^-4*M^4 + L^-4*M^2 + 2*L^-6*M^4 + L^-4 - 3*L^-6*M^2 + 3*L^-6 - 3*L^-8*M^2 + 3*L^-8 + L^-10|mK11a133]
[M^2 - L^-2*M^4 - 1 + 3*L^-2*M^2 + L^-4*M^4 - 2*L^-2 - 3*L^-4*M^2 + 2*L^-4 - L^-6*M^2 + 2*L^-6|K10n7]
[M^2 - L^-2*M^4 - 1 + 4*L^-2*M^2 - 4*L^-2 + L^-4*M^2 - 2*L^-4|K8n2]
[-M^2 + L^-2*M^4 + 1 - L^-2*M^2 - L^-4*M^4 - L^-2 + 2*L^-4*M^2 - 2*L^-4 + L^-6*M^2 - L^-6|mK8a11]
[-M^2 + L^-2*M^4 + 1 - L^-2*M^2 - L^-4*M^4 + L^-2 + L^-4 + 2*L^-6*M^2 - L^-6 - L^-8|K9a15]
[-M^2 + L^-2*M^4 + 1 - L^-2*M^2 - L^-4*M^4 + L^-2 - L^-4*M^2 + L^-6*M^4 + 2*L^-4 - L^-6*M^2 + 2*L^-6 - 2*L^-8*M^2 + 2*L^-8 + L^-10|K4a1,mK7a2]
[-M^2 + L^-2*M^4 + 1 - L^-2*M^2 - L^-4*M^4 + L^-2 - L^-4*M^2 + L^-6*M^4 + 2*L^-4 - L^-6*M^2 + 2*L^-6 - 2*L^-8*M^2 + 2*L^-8 + L^-10|mK4a1,mK7a2]
[-M^2 + L^-2*M^4 + 1 - L^-2*M^2 - L^-4*M^4 + L^-2 - L^-4*M^2 + L^-6*M^4 + 2*L^-4 - L^-6*M^2 + L^-6 - L^-8*M^2|mK10a36]
[-M^2 + L^-2*M^4 + 1 - L^-2*M^2 - L^-4*M^4 + L^-2 - L^-4*M^2 + L^-6*M^4 + L^-4 - 2*L^-8*M^2 + L^-8 + L^-10|K11a65]
[-M^2 + L^-2*M^4 + 1 - L^-2*M^2 - L^-4*M^4 + L^-4*M^2 - L^-4 + 2*L^-6*M^2 - 2*L^-6 - L^-8|K4a1,mK5a2]
[-M^2 + L^-2*M^4 + 1 - L^-2*M^2 - L^-4*M^4 + L^-4*M^2 - L^-4 + 2*L^-6*M^2 - 2*L^-6 - L^-8|mK4a1,mK5a2]
[-M^2 + L^-2*M^4 + 1 - L^-2*M^2 - L^-4*M^4 + L^-4*M^2 - L^-4 + 2*L^-6*M^2 - 2*L^-6 - L^-8|mK9a12]
[-M^2 + L^-2*M^4 + 1 - L^-2*M^2 - L^-4*M^4 + L^-4*M^2 + L^-6*M^2|mK8a14]
[-M^2 + L^-2*M^4 + 1 - L^-2*M^2 - L^-4*M^4 + L^-6*M^4 + L^-4 - 2*L^-6*M^2 + 2*L^-6 - L^-8*M^2 + L^-8|mK10a7]
[-M^2 + L^-2*M^4 + 1 - L^-2*M^2 - L^-4*M^4 + L^-6*M^4 - L^-6*M^2 + L^-6 - 2*L^-8*M^2 + 2*L^-8 + L^-10|mK11a230]
[-M^2 + L^-2*M^4 + 2 - 2*L^-2*M^2 - L^-4*M^4 + L^-2 + 2*L^-4*M^2 - 2*L^-4 + 2*L^-6*M^2 - 3*L^-6 - L^-8|mK3a1,mK6a1]
[-M^2 + L^-2*M^4 + 2 - 2*L^-2*M^2 - L^-4*M^4 + L^-2 + 2*L^-4*M^2 - L^-4 + L^-6*M^2 - L^-6|mK8a6]
[-M^2 + L^-2*M^4 + 2 - 2*L^-2*M^2 - L^-4*M^4 + L^-2 + L^-4*M^2 + L^-6*M^4 - 2*L^-6*M^2 + 2*L^-6 - 2*L^-8*M^2 + 3*L^-8 + L^-10|mK3a1,mK8a1]
[-M^2 + L^-2*M^4 + 2 - 2*L^-2*M^2 - L^-4*M^4 + L^-2 + L^-4*M^2 + L^-6*M^4 - 2*L^-6*M^2 + L^-6 - L^-8*M^2 + L^-8|mK10a20]
[-M^2 + L^-2*M^4 + 2 - 3*L^-2*M^2 + 2*L^-2 - L^-4*M^2 + L^-4|mK6a2]
[-M^2 + L^-2*M^4 + 2 - 3*L^-2*M^2 + 3*L^-2 - 2*L^-4*M^2 + 3*L^-4 + L^-6|mK3a1,K4a1]
[-M^2 + L^-2*M^4 + 2 - 3*L^-2*M^2 + 3*L^-2 - 2*L^-4*M^2 + 3*L^-4 + L^-6|mK3a1,mK4a1]
[-M^2 + L^-2*M^4 + 2 - 3*L^-2*M^2 + L^-2 - L^-6*M^2 + L^-6 + L^-8|K11n102]
[-M^2 + L^-2*M^4 + 2*L^-2*M^2 - 3*L^-4*M^4 - 2*L^-2 + 2*L^-4*M^2 + 3*L^-6*M^4 - 4*L^-6*M^2 + 3*L^-6 - 4*L^-8*M^2 + 3*L^-8 + L^-10|mK11a148]
[-M^2 + L^-2*M^4 + 2*L^-2*M^2 - 3*L^-4*M^4 - 2*L^-2 + 3*L^-4*M^2 + 2*L^-6*M^4 - L^-4 - L^-6*M^2 + L^-6 - 3*L^-8*M^2 + 2*L^-8 + L^-10|mK11a61]
[-M^2 + L^-2*M^4 + 2*L^-2*M^2 - 3*L^-4*M^4 - 2*L^-2 + 4*L^-4*M^2 + L^-6*M^4 - 2*L^-4 + 2*L^-6*M^2 - 2*L^-6 - L^-8*M^2 - L^-8|mK10a97]
[-M^2 + L^-2*M^4 + 2*L^-2*M^2 - 3*L^-4*M^4 - L^-2 + 2*L^-4*M^2 + 2*L^-6*M^4 - 3*L^-8*M^2 + L^-8 + L^-10|K11a296]
[M^2 - L^-2*M^4 + 2*L^-2*M^2 + L^-4*M^4 - L^-2 - 2*L^-4*M^2 + L^-4 - L^-6*M^2 + L^-6|K11n132]
[M^2 - L^-2*M^4 + 2*L^-2*M^2 + L^-4*M^4 - L^-2 - 2*L^-4*M^2 + L^-4 - L^-6*M^2 + L^-6|K11n50]
[-M^2 + L^-2*M^4 + L^-2*M^2 - 2*L^-4*M^4 - 2*L^-2 + 2*L^-4*M^2 + L^-6*M^4 - 2*L^-4 + L^-6*M^2 - L^-6 - 2*L^-8*M^2 + L^-8 + L^-10|K4a1,mK7a4]
[-M^2 + L^-2*M^4 + L^-2*M^2 - 2*L^-4*M^4 - 2*L^-2 + 2*L^-4*M^2 + L^-6*M^4 - 2*L^-4 + L^-6*M^2 - L^-6 - 2*L^-8*M^2 + L^-8 + L^-10|mK4a1,mK7a4]
[-M^2 + L^-2*M^4 + L^-2*M^2 - 2*L^-4*M^4 - 2*L^-2 + 2*L^-4*M^2 + L^-6*M^4 - L^-4 - L^-8*M^2|mK10a30]
[-M^2 + L^-2*M^4 + L^-2*M^2 - 2*L^-4*M^4 - 2*L^-2 + 2*L^-4*M^2 + L^-6*M^4 - L^-6*M^2 + 2*L^-6 - L^-8*M^2 + L^-8|mK10a74]
[-M^2 + L^-2*M^4 + L^-2*M^2 - 2*L^-4*M^4 - 2*L^-2 + 3*L^-4*M^2 - 2*L^-4 + 3*L^-6*M^2 - 2*L^-6 - L^-8|K9a39]
[-M^2 + L^-2*M^4 + L^-2*M^2 - 2*L^-4*M^4 - L^-2 + 2*L^-4*M^2 - L^-4 + 4*L^-6*M^2 - 3*L^-6 - 2*L^-8|K11n170]
[-M^2 + L^-2*M^4 + L^-2*M^2 - 2*L^-4*M^4 - L^-2 + 2*L^-6*M^4 + L^-4 - 2*L^-6*M^2 + 2*L^-6 - 3*L^-8*M^2 + 2*L^-8 + L^-10|mK11a345]
[-M^2 + L^-2*M^4 + L^-2*M^2 - 2*L^-4*M^4 - L^-2 + L^-4*M^2 + L^-6*M^4 - L^-4 + 2*L^-6*M^2 - 2*L^-6 - 2*L^-8*M^2 + L^-10|K11a145]
[-M^2 + L^-2*M^4 + L^-2*M^2 - 2*L^-4*M^4 - L^-2 + L^-4*M^2 + L^-6*M^4 + L^-6*M^2 - 2*L^-8*M^2 + L^-8 + L^-10|mK11a311]
[-M^2 + L^-2*M^4 + L^-2*M^2 - 2*L^-4*M^4 - L^-4*M^2 + 2*L^-6*M^4 + 2*L^-4 - L^-6*M^2 + L^-6 - 3*L^-8*M^2 + L^-8 + L^-10|K11a324]
[-M^2 + L^-2*M^4 + L^-2*M^2 - 2*L^-4*M^4 + L^-6*M^4 + L^-4 + 2*L^-6*M^2 - L^-6 - 2*L^-8*M^2 + L^-10|K11a219]
[-M^2 + L^-2*M^4 - L^-2*M^2 - 3*L^-4*M^2 + 3*L^-4 + 2*L^-6|K9n7]
[-M^2 + L^-2*M^4 - L^-4*M^4 - 2*L^-4*M^2 + L^-6*M^4 + 2*L^-4 + L^-6 - 2*L^-8*M^2 + L^-8 + L^-10|K11a211]
[-M^2 + L^-2*M^4 - L^-4*M^4 - L^-2 + 2*L^-6*M^2 - L^-6 - L^-8|K9a21]
[-M^2 + L^-2*M^4 - L^-4*M^4 - L^-4*M^2 + L^-4 + 3*L^-6*M^2 - 2*L^-6 - 2*L^-8|K11n140]
